wdid,spectype,teff,logg
Gaia DR3 5065088059257301888,DA,,
Gaia DR3 5065088879594395008,DA,17086.0,7.752
Gaia DR3 5065333761450012544,DA,7507.0,8.095
Gaia DR3 5065519853793307008,DA,16608.0,8.194
Gaia DR3 5065760135739417856,DA,5954.0,7.953
Gaia DR3 5065825999062432000,DA,5535.0,8.037
Gaia DR3 5065906778806985984,DA,15909.0,7.845
Gaia DR3 506607988317947904,DA,11351.0,8.019
Gaia DR3 5066164270686148736,DA,9163.0,8.599
Gaia DR3 5066229485469331328,DA,9142.0,8.019
Gaia DR3 5066754128611003008,DA,17710.0,7.932
Gaia DR3 5066965196187798784,DA,9138.0,7.96
Gaia DR3 5067003816533451264,DA,8330.0,8.062
Gaia DR3 5068074088024094336,DA:,7989.0,8.021
Gaia DR3 5068272309354414976,DA,10713.0,7.969
Gaia DR3 5068433495182494976,DA,12629.0,8.019
Gaia DR3 506863315534366848,DA,6737.0,8.161
Gaia DR3 5068818285596914816,DA,21569.0,8.392
Gaia DR3 5068877182484971008,DA,7042.0,7.836
Gaia DR3 5069613782259616256,DA,10671.0,8.071
Gaia DR3 5069706519194048128,DA,9045.0,7.551
Gaia DR3 506988904673917312,DA,12216.0,8.271
Gaia DR3 5069931957732529152,DA,8981.0,8.006
Gaia DR3 5069954459065837696,DA,10225.0,7.299
Gaia DR3 5070005247053743360,DA,15852.0,7.943
Gaia DR3 5070168863833174144,DA,10134.0,7.419
Gaia DR3 5070258577109984000,DA,14801.0,8.256
Gaia DR3 5070359903978219264,DA,7073.0,7.969
Gaia DR3 5070522739074093312,DA,11580.0,7.933
Gaia DR3 5070782979732460288,DA,5213.0,7.759
Gaia DR3 5070784281106757120,DA,9191.0,7.917
Gaia DR3 5070878942186219904,DA,7125.0,7.901
Gaia DR3 5070921857501019776,DA,7700.0,7.925
Gaia DR3 5071477317029615360,DA,7455.0,7.822
Gaia DR3 5071550610646798848,DA,13565.0,8.042
Gaia DR3 5071680868416255744,DA,11130.0,7.937
Gaia DR3 5071907878911428224,DA,9351.0,8.083
Gaia DR3 5071917465278435072,DA,13175.0,7.538
Gaia DR3 5072053186245059200,DA,13179.0,7.975
Gaia DR3 5072142727722951168,DA,6871.0,7.872
Gaia DR3 5072410875417408896,DA,8407.0,8.083
Gaia DR3 5072550375954998656,DA,23173.0,7.749
Gaia DR3 5072637645394301440,DA,10127.0,7.966
Gaia DR3 5072647128682889984,DA,10312.0,7.164
Gaia DR3 5072769488006620544,DA,15375.0,7.515
Gaia DR3 5072775393585515264,DA,17192.0,8.015
Gaia DR3 5072849060864685312,DA:,7910.0,8.028
Gaia DR3 5073015499437323904,DA:,5326.0,7.611
Gaia DR3 507314394482725632,DA,13113.0,7.555
Gaia DR3 5073165754573582848,DA,16740.0,7.512
Gaia DR3 5073174619386102656,DA,6966.0,8.158
Gaia DR3 507322086762908160,DA:,7081.0,8.416
Gaia DR3 5073401672831650816,DA,14913.0,7.862
Gaia DR3 5073543746055124352,DA,5707.0,8.369
Gaia DR3 5073668059588574336,DA,11729.0,8.524
Gaia DR3 5073790728149389440,DA,9378.0,8.21
Gaia DR3 5073802646684020992,DA,8462.0,7.943
Gaia DR3 5073837350019159552,DA,13402.0,8.049
Gaia DR3 5073851334432697856,DA:,6916.0,7.918
Gaia DR3 5073925345309558400,DA,13803.0,8.119
Gaia DR3 5074044092564959488,DA,9208.0,8.026
Gaia DR3 5074045295155810176,DA,10455.0,8.095
Gaia DR3 5074140677789997312,DA,18158.0,8.132
Gaia DR3 507414067782288896,DA:,10712.0,6.756
Gaia DR3 5074386693516499456,DA,,
Gaia DR3 5074409989419194880,DA,12336.0,8.559
Gaia DR3 5074511762964251264,DA,9205.0,8.025
Gaia DR3 5074566704185602816,DA,15936.0,7.456
Gaia DR3 5074649304996569088,DA,12425.0,7.977
Gaia DR3 5074738090560529792,DA,20621.0,7.973
Gaia DR3 5074791623032928256,DA,6500.0,7.554
Gaia DR3 5074802175768961920,DA,330621.0,8.575
Gaia DR3 5074883741491785088,DA,9344.0,8.014
Gaia DR3 5074916864279603840,DA,12366.0,7.946
Gaia DR3 5075027021600637312,DA,10845.0,7.924
Gaia DR3 5075044407628069632,DA,10239.0,8.191
Gaia DR3 5075047332502513536,DA,9731.0,8.047
Gaia DR3 5075088181937526144,DA,7696.0,8.201
Gaia DR3 5075350793415171712,DA,17527.0,8.164
Gaia DR3 5075387970652224256,DA:,6608.0,7.912
Gaia DR3 507564395936219392,DA,10273.0,8.019
Gaia DR3 5075707584940264704,DA,11119.0,8.025
Gaia DR3 5075844409711877632,DA,5400.0,7.475
Gaia DR3 5076226180764669184,DA,9160.0,7.777
Gaia DR3 5076348050461624064,DA,6910.0,7.807
Gaia DR3 5076376538981192192,DA,17097.0,8.224
Gaia DR3 5076431166668871424,DA,16756.0,8.102
Gaia DR3 5076434980599847040,DA,19148.0,8.195
Gaia DR3 5076438279134439168,DA,11994.0,8.323
Gaia DR3 507650157843422464,DA,11525.0,8.002
Gaia DR3 5076625161751729280,DA,8234.0,8.013
Gaia DR3 5076827338747263232,DA,8605.0,8.102
Gaia DR3 5077022051089757312,DA,10120.0,8.1
Gaia DR3 5077250131032635008,DA,5300.0,7.373
Gaia DR3 5077250131032635136,DA,8649.0,8.591
Gaia DR3 5077405677568667008,DA,8257.0,8.274
Gaia DR3 5077503740262956800,DA,6499.0,8.277
Gaia DR3 5077665407126324352,DA,13697.0,7.984
Gaia DR3 5077777797830985344,DA,15635.0,7.852
Gaia DR3 5077780645393566848,DA,9863.0,8.077
Gaia DR3 5077832837835576320,DA,9875.0,8.025
Gaia DR3 5077856511695422336,DA,16907.0,7.865
Gaia DR3 5077932210493920256,DA,13286.0,8.419
Gaia DR3 5078049304187806976,DA,8646.0,8.095
Gaia DR3 5078139571517488640,DA,6110.0,7.633
Gaia DR3 5078171590496546688,DA,10347.0,8.059
Gaia DR3 507819375254062080,DA,11759.0,7.963
Gaia DR3 5078299786679994496,DA,10812.0,8.055
Gaia DR3 5078459598119385344,DA,17844.0,7.876
Gaia DR3 5078561715261655808,DA,18258.0,7.981
Gaia DR3 507868269163697664,DA,11819.0,8.477
Gaia DR3 5078981488186086272,DA,11374.0,7.392
Gaia DR3 5079121087506272896,DA,7125.0,8.122
Gaia DR3 5079145173683257472,DA,6098.0,7.995
Gaia DR3 5079159776572093824,DA,11497.0,7.879
Gaia DR3 5079169328579363328,DA,10358.0,7.156
Gaia DR3 5079198057616595200,DA,19230.0,7.879
Gaia DR3 5079292336442343296,DA,13039.0,8.784
Gaia DR3 5079979294987134976,DA,11649.0,7.984
Gaia DR3 5080123223635815808,DA,11461.0,7.253
Gaia DR3 5080193558020383744,DA,12044.0,7.304
Gaia DR3 5080200498687567872,DA,16911.0,8.069
Gaia DR3 5080413430282532736,DA,27685.0,7.938
Gaia DR3 5080542962199960576,DA,8284.0,8.022
Gaia DR3 5080662018693086720,DA:,10277.0,8.1
Gaia DR3 5080749674682087296,DA,7493.0,8.263
Gaia DR3 5080832477355619200,DA,10244.0,8.145
Gaia DR3 5080862477703815296,DA,8017.0,8.12
Gaia DR3 5080898035736475136,DA,10642.0,6.936
Gaia DR3 5080906664326652288,DA,6499.0,7.364
Gaia DR3 5080933082668857088,DA,26106.0,7.922
Gaia DR3 5081009842324634624,DA,29758.0,7.806
Gaia DR3 5081030015785792000,DA,11886.0,7.986
Gaia DR3 5081059870103355904,DA,13057.0,7.103
Gaia DR3 5081094405936908800,DA,9610.0,6.906
Gaia DR3 5081172127665005696,DA,77441.0,11.059
Gaia DR3 5081215279200310912,DA:,8391.0,7.99
Gaia DR3 5081241809215853696,DA,8441.0,8.25
Gaia DR3 5081278638557918976,DA,14049.0,7.825
Gaia DR3 5081300456994534144,DA,12165.0,8.108
Gaia DR3 5081407075259752448,DA,12376.0,7.936
Gaia DR3 5081407075259752960,DA,10751.0,8.006
Gaia DR3 5081426179274634112,DA,9119.0,8.02
Gaia DR3 5081454118037762432,DA,15660.0,7.909
Gaia DR3 508152183680008320,DA,12261.0,8.049
Gaia DR3 5081625912433783680,DA,6951.0,7.463
Gaia DR3 5081673397591803904,DA,12606.0,7.882
Gaia DR3 5081757785109107456,DA,25263.0,8.101
Gaia DR3 5081866293163289344,DA,5580.0,8.019
Gaia DR3 5081886221811580800,DA,7014.0,7.933
Gaia DR3 5081954941288155136,DA,7722.0,7.355
Gaia DR3 508202348897683328,DA,13017.0,7.918
Gaia DR3 5082024554118190720,DA,6307.0,7.763
Gaia DR3 5082047403343822848,DA,5974.0,7.799
Gaia DR3 5082086886979911424,DA,22380.0,7.899
Gaia DR3 5082143129575101568,DA,7032.0,8.163
Gaia DR3 5082309877385149824,DA,27433.0,8.013
Gaia DR3 5082393405909554944,DA,6308.0,7.483
Gaia DR3 5082398529808233472,DA,4870.0,6.728
Gaia DR3 5082428040525511808,DA,10402.0,7.485
Gaia DR3 508263547894056576,DA,16439.0,8.605
Gaia DR3 5082697970630148608,DA,25779.0,7.95
Gaia DR3 5082732296008826240,DA,7580.0,8.45
Gaia DR3 5082788336742420352,DA,12104.0,8.576
Gaia DR3 5082917533655257728,DA,6271.0,8.374
Gaia DR3 5082928219533826560,DA,17517.0,7.953
Gaia DR3 5082993090719836160,DA,18617.0,7.802
Gaia DR3 5082997003433481216,DA,6215.0,8.164
Gaia DR3 5083084964363498368,DA,13108.0,7.97
Gaia DR3 5083208182681918080,DA,14474.0,8.11
Gaia DR3 5083394992282939776,DA,13229.0,7.898
Gaia DR3 5083461791911938560,DA,9870.0,8.074
Gaia DR3 5083605239522132864,DA,7916.0,8.095
Gaia DR3 5083655129862310144,DA,5885.0,8.214
Gaia DR3 5083755666456742784,DA,15790.0,8.252
Gaia DR3 5083805045697777152,DA,18203.0,7.943
Gaia DR3 5083819614226840832,DA,14254.0,8.046
Gaia DR3 5083825451084930048,DA,13566.0,8.065
Gaia DR3 5083879640687747840,DA,18405.0,7.999
Gaia DR3 5084169465081899008,DA,12281.0,8.449
Gaia DR3 5084176160934578176,DA,12905.0,7.535
Gaia DR3 5084189080196422272,DA,8430.0,8.01
Gaia DR3 5084258491164691712,DA,7578.0,8.187
Gaia DR3 5084270409697206400,DA,6041.0,8.087
Gaia DR3 5084311847541317248,DA,6035.0,8.28
Gaia DR3 5084358679864552704,DA,8316.0,8.465
Gaia DR3 5084707121971431936,DA,5844.0,7.231
Gaia DR3 5084927505333325184,DA,6398.0,8.173
Gaia DR3 5085084533635198080,DA,9574.0,8.029
Gaia DR3 5085141291625443840,DA,5635.0,8.422
Gaia DR3 5085165652679997312,DA,7118.0,8.112
Gaia DR3 5085220593902097792,DA,23107.0,7.713
Gaia DR3 5085261451927679104,DA,12957.0,8.088
Gaia DR3 5085320791196129152,DA,19741.0,7.971
Gaia DR3 5085351470145091456,DA,7991.0,8.465
Gaia DR3 5085387857108234112,DA,5619.0,7.817
Gaia DR3 508540521746423808,DA,11314.0,7.673
Gaia DR3 5085527361943869440,DA:,10870.0,8.171
Gaia DR3 5085563057413868672,DA,10260.0,7.752
Gaia DR3 5085581375451728384,DA,8986.0,8.024
Gaia DR3 5085582573745317888,DA,6320.0,7.531
Gaia DR3 5085620408114470400,DA,16124.0,8.004
Gaia DR3 5086169957771984256,DA,11242.0,8.219
Gaia DR3 5086347872496760320,DA,16248.0,7.947
Gaia DR3 5086383812783078272,DA,8063.0,7.958
Gaia DR3 5086400339816025728,DA,9051.0,7.14
Gaia DR3 508640229404184064,DA,8856.0,7.928
Gaia DR3 5086417244804970496,DA,46012.0,8.135
Gaia DR3 5086595228253130368,DA,9667.0,8.021
Gaia DR3 5086737615009751040,DA,6887.0,8.072
Gaia DR3 508691322337743744,DA,6426.0,8.267
Gaia DR3 508694552152452480,DA,7135.0,7.549
Gaia DR3 5086956379164933760,DA,16554.0,8.123
Gaia DR3 5087142029127543296,DA,13488.0,8.812
Gaia DR3 5087169169024558080,DA,26458.0,7.969
Gaia DR3 5087221056525709184,DA,6987.0,8.086
Gaia DR3 508737295672859264,DA,5251.0,8.129
Gaia DR3 5087374571540489344,DA,7071.0,7.633
Gaia DR3 5087655771639188864,DA,8629.0,7.861
Gaia DR3 50877018654811392,DA,12439.0,7.622
Gaia DR3 5087735383152767616,DA,9077.0,7.916
Gaia DR3 5088072319044527872,DA,18007.0,7.203
Gaia DR3 508832373363841664,DA,6931.0,8.005
Gaia DR3 5088490408341301760,DA,52946.0,8.038
Gaia DR3 5088516762260317056,DA,13163.0,7.888
Gaia DR3 508853122351031552,DA,8660.0,7.605
Gaia DR3 5088595751002242432,DA,7052.0,8.088
Gaia DR3 5088596335117800448,DA,16296.0,7.983
Gaia DR3 5088674301658742016,DA,6134.0,8.137
Gaia DR3 5088712475329536896,DA,6726.0,7.976
Gaia DR3 5088830668532643584,DA,8666.0,8.066
Gaia DR3 5088922786991403136,DA,14831.0,7.81
Gaia DR3 5088967042334662912,DA,7429.0,7.823
Gaia DR3 5089147671478960640,DA,9606.0,8.015
Gaia DR3 508922151061099520,DA,16828.0,8.126
Gaia DR3 5089321707850241664,DA,18502.0,8.069
Gaia DR3 5089428046944276480,DA,7473.0,8.4
Gaia DR3 5089497178737796096,DA,19239.0,8.041
Gaia DR3 508957782106022784,DA,6207.0,7.766
Gaia DR3 5089611635322114560,DA,7778.0,7.963
Gaia DR3 5089638362902511872,DA,9726.0,7.904
Gaia DR3 5089843318741819392,DA,6346.0,7.378
Gaia DR3 5089915783430234624,DA,11725.0,7.958
Gaia DR3 508997124009268864,DA,4548.0,7.83
Gaia DR3 5089984468547368064,DA,9072.0,7.852
Gaia DR3 5089999861710370176,DA,8710.0,8.013
Gaia DR3 5090013468166284032,DA,8010.0,8.45
Gaia DR3 5090029067488085760,DA,8615.0,8.392
Gaia DR3 5090035527118844416,DA,12817.0,8.259
Gaia DR3 5090050164367510272,DA,10410.0,7.256
Gaia DR3 5090156885714705664,DA,10285.0,7.927
Gaia DR3 5090401939368773504,DA,12780.0,8.002
Gaia DR3 5090443411572969856,DA,6568.0,8.363
Gaia DR3 5090558585415725440,DA,7149.0,8.193
Gaia DR3 5090605830056251776,DA:,31005.0,6.991
Gaia DR3 5090684135900089216,DA,12969.0,8.007
Gaia DR3 5090778663836538112,DA,14935.0,7.846
Gaia DR3 5090804566783062528,DA,10008.0,8.086
Gaia DR3 5090839922953562752,DA,7045.0,8.043
Gaia DR3 509093881031079424,DA,10400.0,8.258
Gaia DR3 5090993407905112064,DA,9104.0,8.028
Gaia DR3 509109445992837888,DA,12344.0,7.669
Gaia DR3 5091576698825745792,DA:,8958.0,7.582
Gaia DR3 5091676823100952832,DA,7200.0,7.501
Gaia DR3 5091785502953631104,DA,11000.0,8.704
Gaia DR3 509183594309525504,DA,7312.0,6.999
Gaia DR3 5091842540119124608,DA,23537.0,8.216
Gaia DR3 509200911613624064,DA,11684.0,8.416
Gaia DR3 5092055158179860992,DA,18542.0,8.051
Gaia DR3 5092080137710160256,DA,8593.0,8.592
Gaia DR3 509224349262061440,DA,19240.0,7.558
Gaia DR3 509230186115110144,DA,7623.0,8.855
Gaia DR3 5092359276224698368,DA,18548.0,8.877
Gaia DR3 5092377830482840704,DA,54810.0,7.867
Gaia DR3 5092412984790421248,DA,7654.0,8.093
Gaia DR3 5092420539638337152,DA,8319.0,7.781
Gaia DR3 5092598351283915136,DA,11826.0,7.978
Gaia DR3 5092614672159689856,DA,12648.0,7.734
Gaia DR3 5092678546913475840,DA,9355.0,7.97
Gaia DR3 5092744655050346880,DA,5030.0,7.236
Gaia DR3 5092847047070044544,DA,33979.0,8.104
Gaia DR3 5092851410757338880,DA,8023.0,7.918
Gaia DR3 5092851685634697344,DA,9936.0,7.922
Gaia DR3 509298665071347968,DA,10924.0,7.212
Gaia DR3 5093025442831864448,DA,4724.0,7.925
Gaia DR3 5093068431159489792,DA,14040.0,7.93
Gaia DR3 5093125017354150272,DA,11425.0,6.99
Gaia DR3 5093142545116380416,DA,34278.0,7.692
Gaia DR3 5093155116484499072,DA,6651.0,7.23
Gaia DR3 5093216620415855744,DA,12128.0,8.118
Gaia DR3 5093252904299615744,DA,15945.0,8.03
Gaia DR3 5093283072150025472,DA,21000.0,8.089
Gaia DR3 5093298052995831936,DA,27711.0,7.953
Gaia DR3 5093339044164015488,DA,22851.0,8.566
Gaia DR3 509338320513706112,DA,13387.0,7.756
Gaia DR3 509339003410994048,DA:,6960.0,8.212
Gaia DR3 5093443600847986304,DA,16923.0,7.963
Gaia DR3 5093674949260943616,DA,5367.0,7.485
Gaia DR3 509372542814418816,DA,13528.0,7.983
Gaia DR3 5093767647540419840,DA,10826.0,7.879
Gaia DR3 5093839841647305088,DA,9385.0,8.157
Gaia DR3 509405730014530944,DA,11276.0,7.806
Gaia DR3 5094075957472868864,DA,8327.0,7.475
Gaia DR3 5094188176378120832,DA,8937.0,8.598
Gaia DR3 5094241743210389632,DA,11087.0,7.798
Gaia DR3 509456307553400704,DA,10572.0,7.903
Gaia DR3 5094670144724361216,DA:,8475.0,7.779
Gaia DR3 509487025155281152,DA,9092.0,7.987
Gaia DR3 5094882449251544960,DA,8467.0,8.112
Gaia DR3 5094916744567450880,DA,28849.0,7.919
Gaia DR3 5095131797872914176,DA,8275.0,8.541
Gaia DR3 5095136917473869696,DA:,7233.0,7.96
Gaia DR3 5095164989380020480,DA,7369.0,7.818
Gaia DR3 5095201685580963072,DA,8670.0,8.134
Gaia DR3 5095304116257586304,DA,15879.0,7.038
Gaia DR3 5095517180995429760,DAM,17155.0,7.906
Gaia DR3 50955427576926720,DA,13819.0,7.848
Gaia DR3 5095617747653320320,DA,13534.0,7.944
Gaia DR3 5095680355393225472,DA,9590.0,7.706
Gaia DR3 5095799648108161664,DA,79463.0,7.897
Gaia DR3 5095853077501051136,DA,11131.0,8.023
Gaia DR3 5095863007465426688,DA,10509.0,8.01
Gaia DR3 5095946776507751040,DA,9858.0,8.017
Gaia DR3 5095964334333397120,DA,12425.0,7.804
Gaia DR3 5096078580464020480,DA,16433.0,8.0
Gaia DR3 5096087136038857472,DA,12253.0,7.95
Gaia DR3 5096171115535363968,DA,18882.0,7.968
Gaia DR3 5096246393426063360,DA,22993.0,7.842
Gaia DR3 5096370505095609088,DA,10998.0,7.454
Gaia DR3 5096373013356518656,DA,9982.0,7.095
Gaia DR3 5096470281481667584,DAH,6342.0,7.631
Gaia DR3 5096696162401131648,DA,12641.0,7.594
Gaia DR3 509675179083639936,DA,11522.0,7.628
Gaia DR3 5096763473128772736,DA,15637.0,6.788
Gaia DR3 5096781340192835712,DA,14722.0,7.988
Gaia DR3 5096781344489104000,DA,21934.0,7.883
Gaia DR3 5096793159942845696,DA,10863.0,7.937
Gaia DR3 5096794091952072704,DA,5764.0,7.502
Gaia DR3 5096820235416119424,DA,11139.0,7.794
Gaia DR3 5096961355158517248,DA,10956.0,7.85
Gaia DR3 5096965409606157056,DA:,7486.0,7.948
Gaia DR3 5096984337526626816,DA,10422.0,7.921
Gaia DR3 5097026187688042752,DA,11513.0,6.804
Gaia DR3 5097046906610951808,DA,7092.0,7.947
Gaia DR3 5097144900584245888,DA,9923.0,7.892
Gaia DR3 5097153559238419968,DA,10513.0,6.657
Gaia DR3 5097163523562369664,DA,8213.0,7.958
Gaia DR3 5097220663807884416,DA,8598.0,8.021
Gaia DR3 5097228875785384576,DA,11801.0,7.704
Gaia DR3 5097278731764906624,DA,11298.0,7.188
Gaia DR3 5097300898093497600,DA,13136.0,7.869
Gaia DR3 5097311476595928192,DA,10504.0,8.1
Gaia DR3 5097365356960292096,DAM,11142.0,7.028
Gaia DR3 5097393635027000576,DA,36381.0,7.932
Gaia DR3 5097406038890819328,DA,12172.0,7.668
Gaia DR3 5097422458550907520,DA,16225.0,7.796
Gaia DR3 5097458196975325696,DA,21917.0,7.808
Gaia DR3 5097578318620537472,DA,22870.0,7.982
Gaia DR3 509765412050332800,DA,12879.0,7.467
Gaia DR3 5097712115442073216,DA,17674.0,7.959
Gaia DR3 5097739564576547840,DA,10205.0,7.942
Gaia DR3 5097808455851350272,DAM,10025.0,8.41
Gaia DR3 5097840754005499520,DA,9526.0,7.636
Gaia DR3 5097854326102199040,DA,10427.0,8.031
Gaia DR3 5097893839801663360,DA,12904.0,7.908
Gaia DR3 5097926275394453120,DA,18437.0,7.853
Gaia DR3 509812961637960064,DA,10774.0,7.937
Gaia DR3 5098159955975361280,DA:,6463.0,8.276
Gaia DR3 5098242423643788416,DA,18319.0,7.975
Gaia DR3 5098267467596345344,DA,11900.0,8.432
Gaia DR3 5098278531432105984,DA,15074.0,8.171
Gaia DR3 5098286159294340608,DA:,12176.0,7.503
Gaia DR3 509833994103468544,DA,8715.0,8.068
Gaia DR3 5098407483530458112,DA:,7140.0,8.218
Gaia DR3 5098604197328030848,DA,7651.0,8.208
Gaia DR3 5098622747291377408,DA,6027.0,7.896
Gaia DR3 5098787197294932608,DA,8557.0,8.241
Gaia DR3 5098958819892419072,DA,5504.0,7.791
Gaia DR3 5099005961453725568,DA,10242.0,8.238
Gaia DR3 5099085916564203776,DA,8733.0,7.909
Gaia DR3 509914052289768576,DA,6752.0,8.107
Gaia DR3 50993356431635072,DA,17279.0,7.529
Gaia DR3 5099482805904892288,DA,10164.0,8.01
Gaia DR3 5099606844557729408,DA,7059.0,7.245
Gaia DR3 5099801668570097920,DA,,
Gaia DR3 5099836127091811584,DA,8298.0,8.06
Gaia DR3 5100009128374648064,DA,8445.0,8.211
Gaia DR3 5100087644672434560,DA,16965.0,7.671
Gaia DR3 510021422170301056,DA,6700.0,8.06
Gaia DR3 5100365713739413120,DA,11785.0,7.878
Gaia DR3 510046332977115904,DA,8882.0,7.932
Gaia DR3 5100531675570687744,DA,5767.0,7.143
Gaia DR3 5100749477657526784,DA,13932.0,7.873
Gaia DR3 5100793904799512320,DA,19232.0,8.086
Gaia DR3 5100820915848160256,DA,16212.0,8.251
Gaia DR3 5100830772798074880,DA,17731.0,7.791
Gaia DR3 5100932408904257152,DA,23959.0,8.565
Gaia DR3 5100989652228518528,DA,5780.0,7.488
Gaia DR3 5100996425395376896,DA,9152.0,7.497
Gaia DR3 5101010684686777088,DA,12528.0,8.033
Gaia DR3 5101144584587120896,DA,19531.0,8.002
Gaia DR3 5101155712844021120,DA,10711.0,7.849
Gaia DR3 5101341530310680320,DA,16722.0,7.935
Gaia DR3 5101342290520874112,DA,7582.0,8.191
Gaia DR3 5101352564082028032,DA,11205.0,7.887
Gaia DR3 510136630371400320,DA,13793.0,8.045
Gaia DR3 510137321870402432,DA,11207.0,8.006
Gaia DR3 5101412654967840384,DA,12139.0,8.001
Gaia DR3 5101528451581354496,DA,,
Gaia DR3 5101553740348754048,DA,5663.0,7.763
Gaia DR3 5101587271158353408,DA,24317.0,7.927
Gaia DR3 5101624383971102592,DA,10501.0,7.134
Gaia DR3 5101683615864773760,DA,6736.0,7.951
Gaia DR3 51017343825478400,DA:,7936.0,8.508
Gaia DR3 5102028209680810240,DA,9539.0,7.897
Gaia DR3 5102150805226630912,DA:,7080.0,8.393
Gaia DR3 5102194785691797120,DA,6328.0,7.763
Gaia DR3 5102293780392855040,DA,9909.0,8.767
Gaia DR3 5102354146158484224,DA:,8898.0,7.758
Gaia DR3 510236617210277248,DA:,22457.0,7.389
Gaia DR3 5102451560312488576,DA,17386.0,7.816
Gaia DR3 510248132029569280,DA,12213.0,7.815
Gaia DR3 5102519175981991040,DA,9914.0,8.17
Gaia DR3 5102905207642425344,DA,,
Gaia DR3 5102915275045850752,DA,8019.0,8.169
Gaia DR3 5102957816697759488,DA,8416.0,7.997
Gaia DR3 5102970250627412992,DA,9406.0,7.866
Gaia DR3 5103042715315520128,DA,12587.0,7.856
Gaia DR3 510321932438850560,DA,11147.0,8.322
Gaia DR3 510323512986770432,DA,6830.0,7.997
Gaia DR3 5103329928368771456,DA,11348.0,8.541
Gaia DR3 5103545329568680704,DA,13318.0,7.753
Gaia DR3 5103550964565711488,DA,8190.0,7.963
Gaia DR3 5103559249557987200,DA,20812.0,7.764
Gaia DR3 5103605733988096896,DA,10372.0,7.1
Gaia DR3 5103645728723875712,DA,22874.0,7.539
Gaia DR3 5103659403900161408,DA,16142.0,7.291
Gaia DR3 5103668337432041472,DA,9532.0,7.869
Gaia DR3 5103689846628299776,DA,11064.0,6.936
Gaia DR3 5103824777320274176,DA,13044.0,7.816
Gaia DR3 5103841132555777792,DA,7705.0,7.962
Gaia DR3 5104166386135159936,DA,22874.0,7.234
Gaia DR3 5104290111256884352,DA,14383.0,8.198
Gaia DR3 5104320833159475072,DA,9447.0,7.759
Gaia DR3 5104382160996491776,DA,8245.0,7.861
Gaia DR3 5104418547958915968,DAH,11795.0,8.522
Gaia DR3 5104596432620688384,DA,7634.0,7.684
Gaia DR3 5104645700189355776,DA,30038.0,8.177
Gaia DR3 5104670134259425024,DA,14262.0,7.889
Gaia DR3 5104978199377515136,DA,,
Gaia DR3 5105140068104941440,DA,9847.0,8.105
Gaia DR3 5105190439481846784,DA,13486.0,7.891
Gaia DR3 5105282287358036352,DA,8400.0,7.172
Gaia DR3 510530530410934400,DA,10074.0,8.685
Gaia DR3 5105324068799859328,DA:,9834.0,8.111
Gaia DR3 5105354202290335872,DA,10356.0,7.909
Gaia DR3 5105796167309315840,DA,20832.0,8.015
Gaia DR3 5105952263600669568,DA,13462.0,7.499
Gaia DR3 5105965663898373248,DA,10128.0,7.604
Gaia DR3 5105977827245807488,DA,8171.0,7.829
Gaia DR3 5105998133851281152,DA,14188.0,7.674
Gaia DR3 5106303390063163008,DA,41279.0,7.775
Gaia DR3 5106377808960386304,DA,7658.0,8.133
Gaia DR3 5106424679939403776,DA,15433.0,7.888
Gaia DR3 5106444913529505024,DA,9853.0,7.644
Gaia DR3 5106456217883049856,DA,11379.0,7.801
Gaia DR3 5106856650570155264,DA,14911.0,8.016
Gaia DR3 5106902276006840192,DA,17296.0,7.794
Gaia DR3 5106923995657324672,DA,16534.0,8.159
Gaia DR3 5107015319545860992,DA,8910.0,8.444
Gaia DR3 5107144344660936448,DA,15060.0,7.885
Gaia DR3 510725968601684864,DA,,
Gaia DR3 5107411624768778368,DA,13418.0,6.592
Gaia DR3 5107460656114995456,DA,7264.0,8.489
Gaia DR3 5107473064278370560,DA,23643.0,7.396
Gaia DR3 5107487117411370752,DA,10905.0,7.97
Gaia DR3 5107511822063321856,DA,8486.0,7.15
Gaia DR3 5107703549402398976,DA,13052.0,7.93
Gaia DR3 5107731032896352640,DA,12122.0,7.821
Gaia DR3 5107849578290547200,DA,12125.0,7.879
Gaia DR3 5107935993030896768,DA,7747.0,7.967
Gaia DR3 5107942521381386112,DA,6367.0,8.074
Gaia DR3 5107988146818254336,DA,11483.0,8.112
Gaia DR3 5108014706896633856,DA,18110.0,8.099
Gaia DR3 5108055732424034944,DA,13381.0,7.872
Gaia DR3 5108082296796901632,DA,9920.0,7.316
Gaia DR3 5108102569044184448,DA,9970.0,7.419
Gaia DR3 5108108852579372672,DA,11232.0,7.853
Gaia DR3 5108134794181966976,DA,8127.0,8.045
Gaia DR3 5108216295480966528,DA,7019.0,8.023
Gaia DR3 5108241824766748416,DA,26346.0,7.617
Gaia DR3 5108312197806671104,DA,10292.0,7.821
Gaia DR3 5108363256379639296,DA,13058.0,7.379
